Store;Date;Temperature;Unemployment;IsHoliday
9;3/8/12;90.23;5.277;FALSE
9;10/8/12;88.66;5.277;FALSE
9;17/8/12;86.37;5.277;FALSE
9;24/8/12;77.9;5.277;FALSE
9;31/8/12;80.71;5.277;FALSE
9;7/9/12;87.93;5.277;TRUE
9;14/9/12;73.55;5.277;FALSE
9;21/9/12;69.92;5.277;FALSE
9;28/9/12;76.8;5.277;FALSE
9;5/10/12;66.61;4.954;FALSE
9;12/10/12;60.09;4.954;FALSE
9;19/10/12;68.01;4.954;FALSE
9;26/10/12;69.52;4.954;FALSE
9;2/11/12;56.26;4.954;FALSE
9;9/11/12;63.9;4.954;FALSE
9;16/11/12;53.15;4.954;FALSE
9;23/11/12;59.74;4.954;TRUE
9;30/11/12;53.86;4.954;FALSE
9;7/12/12;61.19;4.954;FALSE
9;14/12/12;46.2;4.954;FALSE
9;21/12/12;53.23;4.954;FALSE
9;28/12/12;40.51;4.954;TRUE
9;4/1/13;34.65;5.049;FALSE
9;11/1/13;42.47;5.049;FALSE
9;18/1/13;36.34;5.049;FALSE
9;25/1/13;49.14;5.049;FALSE
9;1/2/13;52.1;5.049;FALSE
9;8/2/13;52.91;5.049;TRUE
9;15/2/13;46.86;5.049;FALSE
9;22/2/13;45.91;5.049;FALSE
9;1/3/13;43.73;5.049;FALSE
9;8/3/13;54.57;5.049;FALSE
9;15/3/13;56.06;5.049;FALSE
9;22/3/13;60;5.049;FALSE
9;29/3/13;52.04;5.049;FALSE
9;5/4/13;56.16;4.893;FALSE
9;12/4/13;63.1;4.893;FALSE
9;19/4/13;66.36;4.893;FALSE
9;26/4/13;59.94;4.893;FALSE
9;3/5/13;66.21;NA;FALSE
9;10/5/13;65.33;NA;FALSE
9;17/5/13;72.03;NA;FALSE
9;24/5/13;80.06;NA;FALSE
9;31/5/13;78.83;NA;FALSE
9;7/6/13;78.83;NA;FALSE
9;14/6/13;79.43;NA;FALSE
9;21/6/13;79.37;NA;FALSE
9;28/6/13;85.76;NA;FALSE
9;5/7/13;80.11;NA;FALSE
9;12/7/13;85.23;NA;FALSE
9;19/7/13;75.26;NA;FALSE
9;26/7/13;82.37;NA;FALSE
10;5/2/10;54.34;9.765;FALSE
10;12/2/10;49.96;9.765;TRUE
10;19/2/10;58.22;9.765;FALSE
10;26/2/10;52.77;9.765;FALSE
10;5/3/10;55.92;9.765;FALSE
10;12/3/10;52.33;9.765;FALSE
10;19/3/10;61.46;9.765;FALSE
10;26/3/10;60.05;9.765;FALSE
10;2/4/10;63.66;9.524;FALSE
10;9/4/10;65.29;9.524;FALSE
10;16/4/10;69.74;9.524;FALSE
10;23/4/10;66.42;9.524;FALSE
10;30/4/10;69.76;9.524;FALSE
10;7/5/10;71.06;9.524;FALSE
10;14/5/10;73.88;9.524;FALSE
10;21/5/10;78.32;9.524;FALSE
10;28/5/10;76.67;9.524;FALSE
10;4/6/10;82.82;9.524;FALSE
10;11/6/10;89.67;9.524;FALSE
10;18/6/10;83.49;9.524;FALSE
10;25/6/10;90.32;9.524;FALSE
10;2/7/10;92.89;9.199;FALSE
10;9/7/10;91.03;9.199;FALSE
10;16/7/10;91.8;9.199;FALSE
10;23/7/10;88.44;9.199;FALSE
10;30/7/10;85.03;9.199;FALSE
10;6/8/10;86.13;9.199;FALSE
10;13/8/10;88.37;9.199;FALSE
10;20/8/10;89.88;9.199;FALSE
10;27/8/10;84.99;9.199;FALSE
10;3/9/10;83.8;9.199;FALSE
10;10/9/10;84.04;9.199;TRUE
10;17/9/10;85.52;9.199;FALSE
10;24/9/10;85.75;9.199;FALSE
10;1/10/10;86.01;9.003;FALSE
10;8/10/10;77.04;9.003;FALSE
10;15/10/10;75.48;9.003;FALSE
10;22/10/10;68.12;9.003;FALSE
10;29/10/10;68.76;9.003;FALSE
10;5/11/10;71.04;9.003;FALSE
10;12/11/10;61.24;9.003;FALSE
10;19/11/10;58.83;9.003;FALSE
10;26/11/10;55.33;9.003;TRUE
10;3/12/10;51.17;9.003;FALSE
10;10/12/10;60.51;9.003;FALSE
10;17/12/10;59.15;9.003;FALSE
10;24/12/10;57.06;9.003;FALSE
10;31/12/10;49.67;9.003;TRUE
10;7/1/11;43.43;8.744;FALSE
10;14/1/11;49.98;8.744;FALSE
10;21/1/11;56.75;8.744;FALSE
10;28/1/11;53.03;8.744;FALSE
10;4/2/11;44.88;8.744;FALSE
10;11/2/11;51.51;8.744;TRUE
10;18/2/11;61.77;8.744;FALSE
10;25/2/11;53.59;8.744;FALSE
10;4/3/11;56.96;8.744;FALSE
10;11/3/11;64.22;8.744;FALSE
10;18/3/11;70.12;8.744;FALSE
10;25/3/11;62.53;8.744;FALSE
10;1/4/11;67.64;8.494;FALSE
10;8/4/11;73.03;8.494;FALSE
10;15/4/11;61.05;8.494;FALSE
10;22/4/11;75.93;8.494;FALSE
10;29/4/11;73.38;8.494;FALSE
10;6/5/11;73.56;8.494;FALSE
10;13/5/11;74.04;8.494;FALSE
10;20/5/11;72.62;8.494;FALSE
10;27/5/11;78.62;8.494;FALSE
10;3/6/11;81.87;8.494;FALSE
10;10/6/11;84.57;8.494;FALSE
10;17/6/11;87.96;8.494;FALSE
10;24/6/11;90.69;8.494;FALSE
10;1/7/11;95.36;8.257;FALSE
10;8/7/11;88.57;8.257;FALSE
10;15/7/11;86.01;8.257;FALSE
10;22/7/11;88.59;8.257;FALSE
10;29/7/11;86.75;8.257;FALSE
10;5/8/11;89.8;8.257;FALSE
10;12/8/11;85.61;8.257;FALSE
10;19/8/11;87.4;8.257;FALSE
10;26/8/11;91.59;8.257;FALSE
10;2/9/11;91.61;8.257;FALSE
10;9/9/11;89.06;8.257;TRUE
10;16/9/11;77.49;8.257;FALSE
10;23/9/11;82.51;8.257;FALSE
10;30/9/11;82.27;8.257;FALSE
10;7/10/11;75.01;7.874;FALSE
10;14/10/11;70.27;7.874;FALSE
10;21/10/11;77.91;7.874;FALSE
10;28/10/11;72.79;7.874;FALSE
10;4/11/11;68.57;7.874;FALSE
10;11/11/11;55.28;7.874;FALSE
10;18/11/11;58.97;7.874;FALSE
10;25/11/11;60.68;7.874;TRUE
10;2/12/11;57.29;7.874;FALSE
10;9/12/11;42.58;7.874;FALSE
10;16/12/11;50.53;7.874;FALSE
10;23/12/11;48.36;7.874;FALSE
10;30/12/11;48.92;7.874;TRUE
10;6/1/12;59.85;7.545;FALSE
10;13/1/12;51;7.545;FALSE
10;20/1/12;54.51;7.545;FALSE
10;27/1/12;53.59;7.545;FALSE
10;3/2/12;56.85;7.545;FALSE
10;10/2/12;55.73;7.545;TRUE
10;17/2/12;54.12;7.545;FALSE
10;24/2/12;56.02;7.545;FALSE
10;2/3/12;57.62;7.545;FALSE
10;9/3/12;57.65;7.545;FALSE
10;16/3/12;62.11;7.545;FALSE
10;23/3/12;56.54;7.545;FALSE
10;30/3/12;67.92;7.545;FALSE
10;6/4/12;65.99;7.382;FALSE
10;13/4/12;70.28;7.382;FALSE
10;20/4/12;67.75;7.382;FALSE
10;27/4/12;80.11;7.382;FALSE
10;4/5/12;77.02;7.382;FALSE
10;11/5/12;76.03;7.382;FALSE
10;18/5/12;85.19;7.382;FALSE
10;25/5/12;86.03;7.382;FALSE
10;1/6/12;80.06;7.382;FALSE
10;8/6/12;86.87;7.382;FALSE
10;15/6/12;88.58;7.382;FALSE
10;22/6/12;89.92;7.382;FALSE
10;29/6/12;91.36;7.382;FALSE
10;6/7/12;86.87;7.17;FALSE
10;13/7/12;89.8;7.17;FALSE
10;20/7/12;84.45;7.17;FALSE
10;27/7/12;83.98;7.17;FALSE
10;3/8/12;84.76;7.17;FALSE
10;10/8/12;90.78;7.17;FALSE
10;17/8/12;88.83;7.17;FALSE
10;24/8/12;82.5;7.17;FALSE
10;31/8/12;86.97;7.17;FALSE
10;7/9/12;83.07;7.17;TRUE
10;14/9/12;78.47;7.17;FALSE
10;21/9/12;81.93;7.17;FALSE
10;28/9/12;82.52;7.17;FALSE
10;5/10/12;80.88;6.943;FALSE
10;12/10/12;76.03;6.943;FALSE
10;19/10/12;72.71;6.943;FALSE
10;26/10/12;70.5;6.943;FALSE
10;2/11/12;70.79;6.943;FALSE
10;9/11/12;70.28;6.943;FALSE
10;16/11/12;58.82;6.943;FALSE
10;23/11/12;63.95;6.943;TRUE
10;30/11/12;64.13;6.943;FALSE
10;7/12/12;61.21;6.943;FALSE
10;14/12/12;53.86;6.943;FALSE
10;21/12/12;49.79;6.943;FALSE
10;28/12/12;50.09;6.943;TRUE
10;4/1/13;45.01;6.897;FALSE
10;11/1/13;49.38;6.897;FALSE
10;18/1/13;40.67;6.897;FALSE
10;25/1/13;59.76;6.897;FALSE
10;1/2/13;51.86;6.897;FALSE
10;8/2/13;57.25;6.897;TRUE
10;15/2/13;45.8;6.897;FALSE
10;22/2/13;52.39;6.897;FALSE
10;1/3/13;48.17;6.897;FALSE
10;8/3/13;64.17;6.897;FALSE
10;15/3/13;62.1;6.897;FALSE
10;22/3/13;70.18;6.897;FALSE
10;29/3/13;68.22;6.897;FALSE
10;5/4/13;70.74;6.791;FALSE
10;12/4/13;66.61;6.791;FALSE
10;19/4/13;68.63;6.791;FALSE
10;26/4/13;74.61;6.791;FALSE
10;3/5/13;78.41;NA;FALSE
10;10/5/13;74.59;NA;FALSE
10;17/5/13;82.47;NA;FALSE
10;24/5/13;81.57;NA;FALSE
10;31/5/13;82.62;NA;FALSE
10;7/6/13;89.22;NA;FALSE
10;14/6/13;91.98;NA;FALSE
10;21/6/13;90.67;NA;FALSE
10;28/6/13;90.28;NA;FALSE
10;5/7/13;93.54;NA;FALSE
10;12/7/13;87.18;NA;FALSE
10;19/7/13;87.09;NA;FALSE
10;26/7/13;83.32;NA;FALSE
11;5/2/10;46.04;7.368;FALSE
11;12/2/10;48.01;7.368;TRUE
11;19/2/10;48.3;7.368;FALSE
11;26/2/10;52.79;7.368;FALSE
11;5/3/10;53.96;7.368;FALSE
11;12/3/10;64.1;7.368;FALSE
11;19/3/10;61.51;7.368;FALSE
11;26/3/10;58.09;7.368;FALSE
11;2/4/10;66.16;7.343;FALSE
11;9/4/10;69.57;7.343;FALSE
11;16/4/10;67.81;7.343;FALSE
11;23/4/10;68.37;7.343;FALSE
11;30/4/10;71.13;7.343;FALSE
11;7/5/10;75.57;7.343;FALSE
11;14/5/10;77.64;7.343;FALSE
11;21/5/10;76.97;7.343;FALSE
11;28/5/10;79.69;7.343;FALSE
11;4/6/10;79.66;7.343;FALSE
11;11/6/10;82.81;7.343;FALSE
11;18/6/10;84.13;7.343;FALSE
11;25/6/10;84.5;7.343;FALSE
11;2/7/10;83.09;7.346;FALSE
11;9/7/10;83.01;7.346;FALSE
11;16/7/10;84.9;7.346;FALSE
11;23/7/10;84.57;7.346;FALSE
11;30/7/10;83.26;7.346;FALSE
11;6/8/10;86.54;7.346;FALSE
11;13/8/10;87.73;7.346;FALSE
11;20/8/10;88.93;7.346;FALSE
11;27/8/10;87.7;7.346;FALSE
11;3/9/10;84.94;7.346;FALSE
11;10/9/10;81.93;7.346;TRUE
11;17/9/10;83.04;7.346;FALSE
11;24/9/10;77.36;7.346;FALSE
11;1/10/10;75.11;7.564;FALSE
11;8/10/10;68.71;7.564;FALSE
11;15/10/10;71.46;7.564;FALSE
11;22/10/10;72.6;7.564;FALSE
11;29/10/10;74.21;7.564;FALSE
11;5/11/10;64.41;7.564;FALSE
11;12/11/10;63.74;7.564;FALSE
11;19/11/10;58.63;7.564;FALSE
11;26/11/10;69.9;7.564;TRUE
11;3/12/10;55.9;7.564;FALSE
11;10/12/10;53.33;7.564;FALSE
11;17/12/10;54.63;7.564;FALSE
11;24/12/10;59.33;7.564;FALSE
11;31/12/10;55.03;7.564;TRUE
11;7/1/11;54.43;7.551;FALSE
11;14/1/11;45.34;7.551;FALSE
11;21/1/11;51.51;7.551;FALSE
11;28/1/11;51.04;7.551;FALSE
11;4/2/11;47.17;7.551;FALSE
11;11/2/11;44.61;7.551;TRUE
11;18/2/11;61.5;7.551;FALSE
11;25/2/11;68.74;7.551;FALSE
11;4/3/11;66.5;7.551;FALSE
11;11/3/11;63.29;7.551;FALSE
11;18/3/11;70.17;7.551;FALSE
11;25/3/11;73.74;7.551;FALSE
11;1/4/11;69.1;7.574;FALSE
11;8/4/11;73.57;7.574;FALSE
11;15/4/11;76.64;7.574;FALSE
11;22/4/11;78.31;7.574;FALSE
11;29/4/11;79.97;7.574;FALSE
11;6/5/11;71.39;7.574;FALSE
11;13/5/11;80.93;7.574;FALSE
11;20/5/11;76.97;7.574;FALSE
11;27/5/11;85.61;7.574;FALSE
11;3/6/11;86.14;7.574;FALSE
11;10/6/11;85.79;7.574;FALSE
11;17/6/11;87.9;7.574;FALSE
11;24/6/11;86.13;7.574;FALSE
11;1/7/11;86.43;7.567;FALSE
11;8/7/11;87.17;7.567;FALSE
11;15/7/11;88.3;7.567;FALSE
11;22/7/11;87.8;7.567;FALSE
11;29/7/11;89.46;7.567;FALSE
11;5/8/11;90.04;7.567;FALSE
11;12/8/11;90.3;7.567;FALSE
11;19/8/11;89.51;7.567;FALSE
11;26/8/11;89.09;7.567;FALSE
11;2/9/11;91.44;7.567;FALSE
11;9/9/11;84.91;7.567;TRUE
11;16/9/11;85.11;7.567;FALSE
11;23/9/11;82.14;7.567;FALSE
11;30/9/11;84.4;7.567;FALSE
11;7/10/11;76.97;7.197;FALSE
11;14/10/11;75.56;7.197;FALSE
11;21/10/11;70.91;7.197;FALSE
11;28/10/11;72.66;7.197;FALSE
11;4/11/11;61.13;7.197;FALSE
11;11/11/11;64.2;7.197;FALSE
11;18/11/11;66.17;7.197;FALSE
11;25/11/11;70.03;7.197;TRUE
11;2/12/11;56.89;7.197;FALSE
11;9/12/11;50.63;7.197;FALSE
11;16/12/11;59.69;7.197;FALSE
11;23/12/11;54.29;7.197;FALSE
11;30/12/11;48.86;7.197;TRUE
11;6/1/12;54.44;6.833;FALSE
11;13/1/12;53.1;6.833;FALSE
11;20/1/12;56.43;6.833;FALSE
11;27/1/12;58.36;6.833;FALSE
11;3/2/12;60.24;6.833;FALSE
11;10/2/12;52.23;6.833;TRUE
11;17/2/12;52.77;6.833;FALSE
11;24/2/12;61.11;6.833;FALSE
11;2/3/12;62.61;6.833;FALSE
11;9/3/12;61.44;6.833;FALSE
11;16/3/12;64.21;6.833;FALSE
11;23/3/12;67.16;6.833;FALSE
11;30/3/12;70.23;6.833;FALSE
11;6/4/12;74.19;6.664;FALSE
11;13/4/12;72.74;6.664;FALSE
11;20/4/12;71.97;6.664;FALSE
11;27/4/12;73.4;6.664;FALSE
11;4/5/12;79.07;6.664;FALSE
11;11/5/12;75.13;6.664;FALSE
11;18/5/12;72.53;6.664;FALSE
11;25/5/12;78.44;6.664;FALSE
11;1/6/12;81.67;6.664;FALSE
11;8/6/12;82.1;6.664;FALSE
11;15/6/12;84.97;6.664;FALSE
11;22/6/12;83.26;6.664;FALSE
11;29/6/12;87.86;6.664;FALSE
11;6/7/12;83.44;6.334;FALSE
11;13/7/12;82.46;6.334;FALSE
11;20/7/12;82.41;6.334;FALSE
11;27/7/12;85.43;6.334;FALSE
11;3/8/12;86.94;6.334;FALSE
11;10/8/12;86.21;6.334;FALSE
11;17/8/12;87.73;6.334;FALSE
11;24/8/12;83.17;6.334;FALSE
11;31/8/12;86.49;6.334;FALSE
11;7/9/12;85.17;6.334;TRUE
11;14/9/12;79.61;6.334;FALSE
11;21/9/12;73.64;6.334;FALSE
11;28/9/12;77.67;6.334;FALSE
11;5/10/12;73.37;6.034;FALSE
11;12/10/12;69.94;6.034;FALSE
11;19/10/12;73.77;6.034;FALSE
11;26/10/12;74.26;6.034;FALSE
11;2/11/12;62.23;6.034;FALSE
11;9/11/12;68.71;6.034;FALSE
11;16/11/12;60.8;6.034;FALSE
11;23/11/12;61.69;6.034;TRUE
11;30/11/12;58.36;6.034;FALSE
11;7/12/12;66.39;6.034;FALSE
11;14/12/12;55.46;6.034;FALSE
11;21/12/12;59.94;6.034;FALSE
11;28/12/12;52.26;6.034;TRUE
11;4/1/13;46.5;6.108;FALSE
11;11/1/13;50.33;6.108;FALSE
11;18/1/13;49.67;6.108;FALSE
11;25/1/13;58.53;6.108;FALSE
11;1/2/13;62.76;6.108;FALSE
11;8/2/13;63.06;6.108;TRUE
11;15/2/13;57.91;6.108;FALSE
11;22/2/13;60.17;6.108;FALSE
11;1/3/13;54.59;6.108;FALSE
11;8/3/13;58;6.108;FALSE
11;15/3/13;61.93;6.108;FALSE
11;22/3/13;69.6;6.108;FALSE
11;29/3/13;59.94;6.108;FALSE
11;5/4/13;65.49;5.999;FALSE
11;12/4/13;66.76;5.999;FALSE
11;19/4/13;70.87;5.999;FALSE
11;26/4/13;64.49;5.999;FALSE
11;3/5/13;69.56;NA;FALSE
11;10/5/13;68.51;NA;FALSE
11;17/5/13;75.27;NA;FALSE
11;24/5/13;80.16;NA;FALSE
11;31/5/13;78.14;NA;FALSE
11;7/6/13;79;NA;FALSE
11;14/6/13;78.19;NA;FALSE
11;21/6/13;82.04;NA;FALSE
11;28/6/13;83.97;NA;FALSE
11;5/7/13;82.39;NA;FALSE
11;12/7/13;85.43;NA;FALSE
11;19/7/13;82.06;NA;FALSE
11;26/7/13;85.64;NA;FALSE
12;5/2/10;49.47;13.975;FALSE
12;12/2/10;47.87;13.975;TRUE
12;19/2/10;54.83;13.975;FALSE
12;26/2/10;50.23;13.975;FALSE
12;5/3/10;53.77;13.975;FALSE
12;12/3/10;50.11;13.975;FALSE
12;19/3/10;59.57;13.975;FALSE
12;26/3/10;60.06;13.975;FALSE
12;2/4/10;59.84;14.099;FALSE
12;9/4/10;59.25;14.099;FALSE
12;16/4/10;64.95;14.099;FALSE
12;23/4/10;64.55;14.099;FALSE
12;30/4/10;67.38;14.099;FALSE
12;7/5/10;70.15;14.099;FALSE
12;14/5/10;68.44;14.099;FALSE
12;21/5/10;76.2;14.099;FALSE
12;28/5/10;67.84;14.099;FALSE
12;4/6/10;81.39;14.099;FALSE
12;11/6/10;90.84;14.099;FALSE
12;18/6/10;81.06;14.099;FALSE
12;25/6/10;87.27;14.099;FALSE
12;2/7/10;91.98;14.18;FALSE
12;9/7/10;90.37;14.18;FALSE
12;16/7/10;97.18;14.18;FALSE
12;23/7/10;99.22;14.18;FALSE
12;30/7/10;96.31;14.18;FALSE
12;6/8/10;92.95;14.18;FALSE
12;13/8/10;87.01;14.18;FALSE
12;20/8/10;92.81;14.18;FALSE
12;27/8/10;93.19;14.18;FALSE
12;3/9/10;83.12;14.18;FALSE
12;10/9/10;83.63;14.18;TRUE
12;17/9/10;82.45;14.18;FALSE
12;24/9/10;81.77;14.18;FALSE
12;1/10/10;85.2;14.313;FALSE
12;8/10/10;71.82;14.313;FALSE
12;15/10/10;75;14.313;FALSE
12;22/10/10;68.85;14.313;FALSE
12;29/10/10;61.09;14.313;FALSE
12;5/11/10;65.49;14.313;FALSE
12;12/11/10;57.79;14.313;FALSE
12;19/11/10;58.18;14.313;FALSE
12;26/11/10;47.66;14.313;TRUE
12;3/12/10;43.33;14.313;FALSE
12;10/12/10;50.01;14.313;FALSE
12;17/12/10;52.77;14.313;FALSE
12;24/12/10;52.02;14.313;FALSE
12;31/12/10;45.64;14.313;TRUE
12;7/1/11;37.64;14.021;FALSE
12;14/1/11;43.15;14.021;FALSE
12;21/1/11;53.53;14.021;FALSE
12;28/1/11;50.74;14.021;FALSE
12;4/2/11;45.14;14.021;FALSE
12;11/2/11;51.3;14.021;TRUE
12;18/2/11;53.35;14.021;FALSE
12;25/2/11;48.45;14.021;FALSE
12;4/3/11;51.72;14.021;FALSE
12;11/3/11;57.75;14.021;FALSE
12;18/3/11;64.21;14.021;FALSE
12;25/3/11;54.4;14.021;FALSE
12;1/4/11;63.63;13.736;FALSE
12;8/4/11;64.47;13.736;FALSE
12;15/4/11;57.63;13.736;FALSE
12;22/4/11;72.12;13.736;FALSE
12;29/4/11;68.27;13.736;FALSE
12;6/5/11;68.4;13.736;FALSE
12;13/5/11;70.93;13.736;FALSE
12;20/5/11;66.59;13.736;FALSE
12;27/5/11;76.67;13.736;FALSE
12;3/6/11;71.81;13.736;FALSE
12;10/6/11;78.72;13.736;FALSE
12;17/6/11;86.84;13.736;FALSE
12;24/6/11;88.95;13.736;FALSE
12;1/7/11;89.85;13.503;FALSE
12;8/7/11;89.9;13.503;FALSE
12;15/7/11;88.1;13.503;FALSE
12;22/7/11;91.17;13.503;FALSE
12;29/7/11;93.29;13.503;FALSE
12;5/8/11;90.61;13.503;FALSE
12;12/8/11;91.04;13.503;FALSE
12;19/8/11;91.74;13.503;FALSE
12;26/8/11;94.61;13.503;FALSE
12;2/9/11;93.66;13.503;FALSE
12;9/9/11;88;13.503;TRUE
12;16/9/11;76.36;13.503;FALSE
12;23/9/11;82.95;13.503;FALSE
12;30/9/11;83.26;13.503;FALSE
12;7/10/11;70.44;12.89;FALSE
12;14/10/11;67.31;12.89;FALSE
12;21/10/11;73.05;12.89;FALSE
12;28/10/11;67.41;12.89;FALSE
12;4/11/11;59.77;12.89;FALSE
12;11/11/11;48.76;12.89;FALSE
12;18/11/11;54.2;12.89;FALSE
12;25/11/11;53.25;12.89;TRUE
12;2/12/11;52.5;12.89;FALSE
12;9/12/11;42.17;12.89;FALSE
12;16/12/11;43.29;12.89;FALSE
12;23/12/11;45.4;12.89;FALSE
12;30/12/11;44.64;12.89;TRUE
12;6/1/12;50.43;12.187;FALSE
12;13/1/12;48.07;12.187;FALSE
12;20/1/12;46.2;12.187;FALSE
12;27/1/12;50.43;12.187;FALSE
12;3/2/12;50.58;12.187;FALSE
12;10/2/12;52.27;12.187;TRUE
12;17/2/12;51.8;12.187;FALSE
12;24/2/12;53.13;12.187;FALSE
12;2/3/12;52.27;12.187;FALSE
12;9/3/12;54.54;12.187;FALSE
12;16/3/12;64.44;12.187;FALSE
12;23/3/12;56.26;12.187;FALSE
12;30/3/12;64.36;12.187;FALSE
12;6/4/12;64.05;11.627;FALSE
12;13/4/12;64.28;11.627;FALSE
12;20/4/12;66.73;11.627;FALSE
12;27/4/12;77.99;11.627;FALSE
12;4/5/12;76.03;11.627;FALSE
12;11/5/12;77.27;11.627;FALSE
12;18/5/12;84.51;11.627;FALSE
12;25/5/12;83.84;11.627;FALSE
12;1/6/12;78.11;11.627;FALSE
12;8/6/12;84.83;11.627;FALSE
12;15/6/12;85.94;11.627;FALSE
12;22/6/12;91.61;11.627;FALSE
12;29/6/12;90.47;11.627;FALSE
12;6/7/12;89.13;10.926;FALSE
12;13/7/12;95.61;10.926;FALSE
12;20/7/12;85.53;10.926;FALSE
12;27/7/12;93.47;10.926;FALSE
12;3/8/12;88.16;10.926;FALSE
12;10/8/12;95.91;10.926;FALSE
12;17/8/12;94.87;10.926;FALSE
12;24/8/12;85.32;10.926;FALSE
12;31/8/12;89.78;10.926;FALSE
12;7/9/12;88.52;10.926;TRUE
12;14/9/12;83.64;10.926;FALSE
12;21/9/12;82.97;10.926;FALSE
12;28/9/12;81.22;10.926;FALSE
12;5/10/12;81.61;10.199;FALSE
12;12/10/12;71.74;10.199;FALSE
12;19/10/12;68.66;10.199;FALSE
12;26/10/12;65.95;10.199;FALSE
12;2/11/12;63.22;10.199;FALSE
12;9/11/12;65.31;10.199;FALSE
12;16/11/12;49.39;10.199;FALSE
12;23/11/12;58.07;10.199;TRUE
12;30/11/12;57.03;10.199;FALSE
12;7/12/12;57.83;10.199;FALSE
12;14/12/12;49.74;10.199;FALSE
12;21/12/12;42.83;10.199;FALSE
12;28/12/12;43.35;10.199;TRUE
12;4/1/13;38.8;9.91;FALSE
12;11/1/13;44.59;9.91;FALSE
12;18/1/13;36.49;9.91;FALSE
12;25/1/13;49.21;9.91;FALSE
12;1/2/13;49.54;9.91;FALSE
12;8/2/13;54.96;9.91;TRUE
12;15/2/13;47.12;9.91;FALSE
12;22/2/13;49.57;9.91;FALSE
12;1/3/13;48.08;9.91;FALSE
12;8/3/13;60.4;9.91;FALSE
12;15/3/13;61.7;9.91;FALSE
12;22/3/13;68.75;9.91;FALSE
12;29/3/13;62.86;9.91;FALSE
12;5/4/13;69.47;9.874;FALSE
12;12/4/13;65.6;9.874;FALSE
12;19/4/13;64.35;9.874;FALSE
12;26/4/13;70.74;9.874;FALSE
12;3/5/13;76.84;NA;FALSE
12;10/5/13;70.18;NA;FALSE
12;17/5/13;83.43;NA;FALSE
12;24/5/13;77.87;NA;FALSE
12;31/5/13;81.08;NA;FALSE
12;7/6/13;89.89;NA;FALSE
12;14/6/13;92.14;NA;FALSE
12;21/6/13;87.28;NA;FALSE
12;28/6/13;89.94;NA;FALSE
12;5/7/13;101.95;NA;FALSE
12;12/7/13;92.61;NA;FALSE
12;19/7/13;93.75;NA;FALSE
12;26/7/13;90.27;NA;FALSE
13;5/2/10;31.53;8.316;FALSE
13;12/2/10;33.16;8.316;TRUE
13;19/2/10;35.7;8.316;FALSE
13;26/2/10;29.98;8.316;FALSE
13;5/3/10;40.65;8.316;FALSE
13;12/3/10;37.62;8.316;FALSE
13;19/3/10;42.49;8.316;FALSE
13;26/3/10;41.48;8.316;FALSE
13;2/4/10;42.15;8.107;FALSE
13;9/4/10;38.97;8.107;FALSE
13;16/4/10;50.39;8.107;FALSE
13;23/4/10;55.66;8.107;FALSE
13;30/4/10;48.33;8.107;FALSE
13;7/5/10;44.42;8.107;FALSE
13;14/5/10;50.15;8.107;FALSE
13;21/5/10;57.71;8.107;FALSE
13;28/5/10;53.11;8.107;FALSE
13;4/6/10;59.85;8.107;FALSE
13;11/6/10;65.24;8.107;FALSE
13;18/6/10;58.41;8.107;FALSE
13;25/6/10;71.83;8.107;FALSE
13;2/7/10;78.82;7.951;FALSE
13;9/7/10;71.33;7.951;FALSE
13;16/7/10;77.79;7.951;FALSE
13;23/7/10;82.27;7.951;FALSE
13;30/7/10;78.94;7.951;FALSE
13;6/8/10;81.24;7.951;FALSE
13;13/8/10;74.93;7.951;FALSE
13;20/8/10;76.34;7.951;FALSE
13;27/8/10;75.31;7.951;FALSE
13;3/9/10;65.71;7.951;FALSE
13;10/9/10;65.74;7.951;TRUE
13;17/9/10;66.84;7.951;FALSE
13;24/9/10;68.22;7.951;FALSE
13;1/10/10;68.74;7.795;FALSE
13;8/10/10;63.03;7.795;FALSE
13;15/10/10;54.12;7.795;FALSE
13;22/10/10;56.89;7.795;FALSE
13;29/10/10;45.12;7.795;FALSE
13;5/11/10;49.96;7.795;FALSE
13;12/11/10;42.55;7.795;FALSE
13;19/11/10;42;7.795;FALSE
13;26/11/10;28.22;7.795;TRUE
13;3/12/10;25.8;7.795;FALSE
13;10/12/10;36.78;7.795;FALSE
13;17/12/10;35.21;7.795;FALSE
13;24/12/10;34.9;7.795;FALSE
13;31/12/10;26.79;7.795;TRUE
13;7/1/11;16.94;7.47;FALSE
13;14/1/11;20.6;7.47;FALSE
13;21/1/11;34.8;7.47;FALSE
13;28/1/11;31.64;7.47;FALSE
13;4/2/11;23.35;7.47;FALSE
13;11/2/11;30.83;7.47;TRUE
13;18/2/11;40.85;7.47;FALSE
13;25/2/11;33.17;7.47;FALSE
13;4/3/11;34.23;7.47;FALSE
13;11/3/11;41.28;7.47;FALSE
13;18/3/11;44.69;7.47;FALSE
13;25/3/11;42.38;7.47;FALSE
13;1/4/11;42.49;7.193;FALSE
13;8/4/11;42.75;7.193;FALSE
13;15/4/11;41.72;7.193;FALSE
13;22/4/11;47.55;7.193;FALSE
13;29/4/11;43.85;7.193;FALSE
13;6/5/11;47.75;7.193;FALSE
13;13/5/11;52.4;7.193;FALSE
13;20/5/11;52.12;7.193;FALSE
13;27/5/11;54.62;7.193;FALSE
13;3/6/11;52.76;7.193;FALSE
